word	lemma
minor-leaguer	minor-leaguer
inflects	inflect
cherry-picked	cherry-picked
spectres	spectre
neaten	neaten
eld	eld
herstory	herstory
squalled	squall
appropriative	appropriative
time-and-a-half	time-and-a-half
shoehorn	shoehorn
kid-free	kid-free
infectiousness	infectiousness
homogenate	homogenate
hyphenation	hyphenation
silvery-blue	silvery-blue
fantasias	fantasia
long-festering	long-festering
deactivating	deactivate
scampered	scamper
narrow-shouldered	narrow-shouldered
undisputable	undisputable
pound-foolish	pound-foolish
yet-to-be-named	yet-to-be-named
coolheaded	coolheaded
yearend	yearend
emission-control	emission-control
non-normal	non-normal
biryani	biryani
embossing	embossing
independent-samples	independent-samples
septicaemia	septicaemia
slum-dwellers	slum-dwellers
mistily	mistily
ill-bred	ill-bred
spackle	spackle
reappointed	reappoint
floriferous	floriferous
oligotrophic	oligotrophic
velar	velar
